Id,date,text_es,valid,tone,referred_to,text_es_clean
559448628407046144,2015-01-25,"@TuBoletaNews  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. ",0,,,"TuBoletaNews  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. "
559448360382636036,2015-01-25,"@Registraduria  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones ",0,,,"Registraduria  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones "
559448233861464065,2015-01-25,"@de_bicis Hola,Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. ",0,,,"de_bicis Hola,Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. "
559448034682355712,2015-01-25,"@SectorMovilidad Matriculas,asesorías migración Canadá apoyo psicológico sin costo.Aplican condiciones restricciones. ",0,,,"SectorMovilidad Matriculas,asesorías migración Canadá apoyo psicológico sin costo.Aplican condiciones restricciones. "
559447851810701312,2015-01-25,"@ServientregaCS  Matriculas, asesorías migración Canadá apoyo psicológico sin costo.Aplican condiciones restricciones ",0,,,"ServientregaCS  Matriculas, asesorías migración Canadá apoyo psicológico sin costo.Aplican condiciones restricciones "
559447628044566528,2015-01-25,"@adri_betancur  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones ",0,,,"adri_betancur  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones "
559447439162503168,2015-01-25,"@YanethWaldman Matriculas,asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. ",0,,,"YanethWaldman Matriculas,asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. "
559447210661003264,2015-01-25,"@camilachain  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. ",0,,,"camilachain  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. "
559813060429627393,2015-01-26,"Si va a salir con sus hijos del país, tenga en cuenta los requisitos de @migracioncol &gt;&gt; ",0,,,"Si va a salir con sus hijos del país, tenga en cuenta los requisitos de migracioncol  "
559575391002562561,2015-01-26,"@Krestta4 Fue bastante fácil,fui a migración con varios documentos q pedían x la visa d cónyuge, pagué para q la estudiarán y m la aceptaron",0,,,"Krestta4 Fue bastante fácil,fui a migración con varios documentos q pedían x la visa d cónyuge, pagué para q la estudiarán y m la aceptaron"
559564417507930112,2015-01-26,@ElDeuCule JAJAJAJAJJAJAJA Y ESTE HIJUEPUTA SIENDO VENECO CON QUE DERECHO OPINA? VALLA Y BUSQUE CON QUE LIMPIARSE EL CULO MAS BIEN 😂😂.,1,-3.0,migrants,ElDeuCule JAJAJAJAJJAJAJA Y ESTE HIJUEPUTA SIENDO VENECO CON QUE DERECHO OPINA VALLA Y BUSQUE CON QUE LIMPIARSE EL CULO MAS BIEN .
559562662560808960,2015-01-26,VENECA QUE DICES AHORA???,1,-2.0,migrants,VENECA QUE DICES AHORA
559562286524690433,2015-01-26,@LaBohemiaSoyYo ósea que también buena veneca bruta y culo fácil que ha ganado!!!!!,1,-3.0,migrants,LaBohemiaSoyYo ósea que también buena veneca bruta y culo fácil que ha ganado
559557041266507779,2015-01-26,@jcslvr @CarlitosMiguel la cual ti te fumas veneco hp por eso maduro los tiene clavados por idiotas,1,-3.0,migrants,jcslvr CarlitosMiguel la cual ti te fumas veneco hp por eso maduro los tiene clavados por idiotas
559553613337346048,2015-01-26,"""@rufian: que facil esa pregunta para la colombiana:  El trino de un gamin veneco.. q tal ah? Lo q es la falta de pan",1,-3.0,migrants,rufian que facil esa pregunta para la colombiana  El trino de un gamin veneco. q tal ah Lo q es la falta de pan
559547092767494144,2015-01-26,@camilitayque serena es la mejor de la historia pero hoy sere como los Australianos voy por la Veneca!,1,-1.0,migrants,camilitayque serena es la mejor de la historia pero hoy sere como los Australianos voy por la Veneca
559546338111541250,2015-01-26,"Si gana Venezuela, olvídense de que la oposición veneca logre algo este año.",1,-1.0,geopolitics,"Si gana Venezuela, olvídense de que la oposición veneca logre algo este año."
559533688807911426,2015-01-26,Esa veneca dejo a alguna familia sin comida... #Marparia,1,-3.0,migrants,Esa veneca dejo a alguna familia sin comida. Marparia
559523737213468672,2015-01-26,"La Veneca Bonita de cara, pero la cintura no existe en ella",1,-2.0,migrants,"La Veneca Bonita de cara, pero la cintura no existe en ella"
559516002363273216,2015-01-26,Ay ya comenzó la veneca fastidiosa de TNT a alabar a la gorda esa...,1,-3.0,migrants,Ay ya comenzó la veneca fastidiosa de TNT a alabar a la gorda esa.
559512572265635841,2015-01-26,Migración  en el A. El Dorado colapsada ....#petrolandia ,1,-1.0,government,Migración  en el A. El Dorado colapsada .petrolandia 
559910642837381120,2015-01-27,"@floryhernandez_ bendiciones nena, gracias todo bien, ya estoy en migración de Bogotá. Un abrazo para toda tu pandilla",0,,,"floryhernandez_ bendiciones nena, gracias todo bien, ya estoy en migración de Bogotá. Un abrazo para toda tu pandilla"
559910042670211072,2015-01-27,Con las burradas q dice @JuanManSantos le sigue los pasos a su homólogo veneco Narcoterroristas como policías rurales V/gr Alqueda como NYPD,1,-3.0,government,Con las burradas q dice JuanManSantos le sigue los pasos a su homólogo veneco Narcoterroristas como policías rurales Vgr Alqueda como NYPD
559878534022586368,2015-01-27,"La migración a  #Windows10 se hace a través de Windows Update con una descarga de 2,8 Gb.",0,,,"La migración a  Windows10 se hace a través de Windows Update con una descarga de 2,8 Gb."
559864510077747201,2015-01-27,@SoyNimbus En efecto. En México y Argentina pasa es con la migración europea,0,,,SoyNimbus En efecto. En México y Argentina pasa es con la migración europea
560501542160433152,2015-01-28,"Hay que ir a robarle el apartamento a Otalvaro y el veneco, ladrón que roba a ladrón tiene 100 años de perdón!!!!!!!!!!!",1,-3.0,migrants,"Hay que ir a robarle el apartamento a Otalvaro y el veneco, ladrón que roba a ladrón tiene 100 años de perdón"
560497791605411840,2015-01-28,El veneco nos roba papel higiénico!!!!!,1,-3.0,migrants,El veneco nos roba papel higiénico
560497580665499648,2015-01-28,Otalvaro y el veneco son más ladrones que los raponeros del hueco!! con eso les digo todo.,1,-3.0,migrants,Otalvaro y el veneco son más ladrones que los raponeros del hueco con eso les digo todo.
560496773471686656,2015-01-28,@Andresrm24 Y ese veneco también es más ladrón que Otalvaro.,1,-2.0,migrants,Andresrm24 Y ese veneco también es más ladrón que Otalvaro.
560496407254417409,2015-01-28,Los que hay que putear hasta reventar por locas y cagones son al veneco y Otalvaro.,1,-3.0,migrants,Los que hay que putear hasta reventar por locas y cagones son al veneco y Otalvaro.
560417395417042944,2015-01-28,Y el sentido de todo es que no podemos juzgar la migración porque pasado mañana nos tocará empacar tres trapos y a empezar de nuevo.,1,-1.0,locals,Y el sentido de todo es que no podemos juzgar la migración porque pasado mañana nos tocará empacar tres trapos y a empezar de nuevo.
560265536702279680,2015-01-28,Entra mi veneco hermoso!!,1,2.0,migrants,Entra mi veneco hermoso
560242123568844800,2015-01-28,@IvanCepedaCast mostró cobre veneco - chavista con su trino en contra ex presidentes visitaron Venezuela en solidaridad con @leopoldolopez,1,-1.0,government,IvanCepedaCast mostró cobre veneco  chavista con su trino en contra ex presidentes visitaron Venezuela en solidaridad con leopoldolopez
566959027385806848,2015-02-15,"Cúcuta, en la ruta de migrantes ilegales  ",0,,,"Cúcuta, en la ruta de migrantes ilegales  "
566778065532231681,2015-02-15,"""Pues yo si tengo derecho a celebrar San Valentín porque mi marido es veneco, ustedes no!"" - Se pone la pijama y se acuesta a dormir-",1,-1.0,migrants,"Pues yo si tengo derecho a celebrar San Valentín porque mi marido es veneco, ustedes no  Se pone la pijama y se acuesta a dormir"
566755443641688064,2015-02-15,"@Emmanuelvperez2 YO me lo tengo que aguantar porque no me gusta como juega, prefiero a Guerra, el futbol del Veneco es mas sabroso.",1,1.0,migrants,"Emmanuelvperez2 YO me lo tengo que aguantar porque no me gusta como juega, prefiero a Guerra, el futbol del Veneco es mas sabroso."
567547367126466560,2015-02-17,@switch_oficial eres una Mamasita veneca,1,-2.0,migrants,switch_oficial eres una Mamasita veneca
568435336151506944,2015-02-19,Hallados migrantes ilegales en el Golfo de Urabá. @DPSColombia @CancilleriaCol  ,0,,,Hallados migrantes ilegales en el Golfo de Urabá. DPSColombia CancilleriaCol  
568920755825717249,2015-02-20,#AEstaHoraEnCecar Montería | Migración de la gestión académica en línea con docentes y estudiantes #SomosCalidad ,0,,,AEstaHoraEnCecar Montería  Migración de la gestión académica en línea con docentes y estudiantes SomosCalidad 
568916839461482496,2015-02-20,"@ElNacionalWeb @MiamiHerald VENEZOLANOS LANZAN  BINGO ""POWER MANÍA VENECA"" -TUMBANDO A NICOLÁS!  Causa furor. @NTN24 ",1,1.0,migrants,ElNacionalWeb MiamiHerald VENEZOLANOS LANZAN  BINGO POWER MANÍA VENECA TUMBANDO A NICOLÁS  Causa furor. NTN24 
568615548738793472,2015-02-20,"@juglardelzipa @villamizar Una vez un hombre Migración miró mi cédula COL y dijo: ""sé que usted es uruguaya; muéstreme cédula extranjería""",0,,,juglardelzipa villamizar Una vez un hombre Migración miró mi cédula COL y dijo sé que usted es uruguaya muéstreme cédula extranjería
568591677226553345,2015-02-20,"Lo sentimos. Declaración d países, periodistas y politicos valen huevo ¡Lo q vale es lucha ordenada y persistente del pueblo veneco unido!",1,1.0,geopolitics,"Lo sentimos. Declaración d países, periodistas y politicos valen huevo Lo q vale es lucha ordenada y persistente del pueblo veneco unido"
568590622795304961,2015-02-20,"@HassNassar Declaraciones d países, periodistas y politicos valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!",0,,,"HassNassar Declaraciones d países, periodistas y politicos valen huevo Lo q vale es lucha persistente del pueblo veneco unido"
568589162795966464,2015-02-20,"@CLOPEZanalista Declaraciones d países, periodistas y politicos valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!",0,,,"CLOPEZanalista Declaraciones d países, periodistas y politicos valen huevo Lo q vale es lucha persistente del pueblo veneco unido"
568586979069337600,2015-02-20,@federicoalves @MariaFdaCabal @change_es Declaracion d países y politicos valen huevo  ¡Vale es lucha persistente del pueblo veneco unido!,0,,,federicoalves MariaFdaCabal change_es Declaracion d países y politicos valen huevo  Vale es lucha persistente del pueblo veneco unido
568586080963817472,2015-02-20,@emaciastovar Declaraciones d países y politicos valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!,0,,,emaciastovar Declaraciones d países y politicos valen huevo Lo q vale es lucha persistente del pueblo veneco unido
568585782845435904,2015-02-20,"@ContraGodarria Declaraciones d países, periodistas y politicos valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!",0,,,"ContraGodarria Declaraciones d países, periodistas y politicos valen huevo Lo q vale es lucha persistente del pueblo veneco unido"
568585286097248258,2015-02-20,@rcrolando @JusticieroCland Declaraciones d países valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!,0,,,rcrolando JusticieroCland Declaraciones d países valen huevo Lo q vale es lucha persistente del pueblo veneco unido
568584933360455680,2015-02-20,@germanmanga Declaraciones d países valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!,0,,,germanmanga Declaraciones d países valen huevo Lo q vale es lucha persistente del pueblo veneco unido
568583742782115840,2015-02-20,@CivilPreocupado Declaraciones d países valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!,0,,,CivilPreocupado Declaraciones d países valen huevo Lo q vale es lucha persistente del pueblo veneco unido
568583522304299008,2015-02-20,@vickydavilalafm Declaraciones d países valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!,0,,,vickydavilalafm Declaraciones d países valen huevo Lo q vale es lucha persistente del pueblo veneco unido
568582899550834688,2015-02-20,@Doctor_Fausto Declaraciones d países y políticos valen huevo ¡Lo q vale es lucha de pueblo veneco unido!,0,,,Doctor_Fausto Declaraciones d países y políticos valen huevo Lo q vale es lucha de pueblo veneco unido
568582443567063041,2015-02-20,"@julianbarrera Declaraciones d países valen huevo ¡Lo q vale es lucha de pueblo veneco unido! Venecos lo subieron, venecos lo bajan.",1,1.0,geopolitics,"julianbarrera Declaraciones d países valen huevo Lo q vale es lucha de pueblo veneco unido Venecos lo subieron, venecos lo bajan."
568582070974328832,2015-02-20,@emaciastovar Declaraciones d países valen huevo ¡Lo q vale es lucha de pueblo veneco unido!,0,,,emaciastovar Declaraciones d países valen huevo Lo q vale es lucha de pueblo veneco unido
568581657416110080,2015-02-20,@emaciastovar Declaraciones d países valen huevo ¡Lo q vale es lucha de pueblo veneco unido! Y q no sea flor de 1 día.,1,1.0,geopolitics,emaciastovar Declaraciones d países valen huevo Lo q vale es lucha de pueblo veneco unido Y q no sea flor de 1 día.
568580871609065472,2015-02-20,@RAMIREZJACINTO @geopolytica @AliciaVnzla2014 @dcmyri @anasil33 Declaraciones d países valen huevo ¡Lo q vale es lucha d pueblo veneco unido,0,,,RAMIREZJACINTO geopolytica AliciaVnzla2014 dcmyri anasil33 Declaraciones d países valen huevo Lo q vale es lucha d pueblo veneco unido
568580033515786241,2015-02-20,@ronaldravi @geopolytica @AliciaVnzla2014 @dcmyri @anasil33  Declaraciones d países valen huevo ¡Lo q vale es lucha de pueblo veneco unido!,0,,,ronaldravi geopolytica AliciaVnzla2014 dcmyri anasil33  Declaraciones d países valen huevo Lo q vale es lucha de pueblo veneco unido
568578616231116801,2015-02-20,@alcaldeledezma @OIZuluaga  Declaraciones de países valen huevo Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de un día,0,,,alcaldeledezma OIZuluaga  Declaraciones de países valen huevo Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de un día
568578360089190400,2015-02-20,@MamertoMas  Declaraciones de países valen huevo Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de un día.,0,,,MamertoMas  Declaraciones de países valen huevo Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de un día.
568578194514817024,2015-02-20,@NataliaDeLaV  Declaraciones de países valen huevo Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de un día.,0,,,NataliaDeLaV  Declaraciones de países valen huevo Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de un día.
568576585579798528,2015-02-20,@Samira0710  Declaraciones de países valen huevo Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de un día.,0,,,Samira0710  Declaraciones de países valen huevo Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de un día.
568576407233814528,2015-02-20,@_SrThompson @SenorCaicedo Declaraciones de países valen huevo Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de un día.,0,,,_SrThompson SenorCaicedo Declaraciones de países valen huevo Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de un día.
568575361237307393,2015-02-20,@PalomaValenciaL Declaraciones valen huevo son saludo a bandera. Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de 1 día,0,,,PalomaValenciaL Declaraciones valen huevo son saludo a bandera. Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de 1 día
568575074548252673,2015-02-20,"@Doctor_Fausto Declaraciones valen huevo, son saludo a bandera. Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de un día",0,,,"Doctor_Fausto Declaraciones valen huevo, son saludo a bandera. Lo q vale es lucha del pueblo veneco unido. Luchar y q no sea flor de un día"
568574634704150529,2015-02-20,@andrewholes Con respeto.Declaraciones valen huevo. Lo que vale es la lucha del pueblo veneco unido. Luchar y q no sea flor de un día.,0,,,andrewholes Con respeto.Declaraciones valen huevo. Lo que vale es la lucha del pueblo veneco unido. Luchar y q no sea flor de un día.
568574391719747584,2015-02-20,@OscarCollazos3 Con respeto.Declaraciones valen huevo. Lo que vale es la lucha del pueblo veneco unido. Luchar y q no sea flor de un día.,0,,,OscarCollazos3 Con respeto.Declaraciones valen huevo. Lo que vale es la lucha del pueblo veneco unido. Luchar y q no sea flor de un día.
568574228930424832,2015-02-20,@jciragorri Con respeto.Declaraciones valen huevo. Lo que vale es la lucha del pueblo veneco unido. Luchar y q no sea flor de un día.,0,,,jciragorri Con respeto.Declaraciones valen huevo. Lo que vale es la lucha del pueblo veneco unido. Luchar y q no sea flor de un día.
568958560413089793,2015-02-21,@juanOrganico @byronaedo SOBRE TODO RCN SON ESCUDEROS DE CUANTO ACONTECE A OPOSICIÓN VENECA HUBIESE SIDO ASÍ EN NEFASTO GBNO PASADO,1,-2.0,Media,juanOrganico byronaedo SOBRE TODO RCN SON ESCUDEROS DE CUANTO ACONTECE A OPOSICIÓN VENECA HUBIESE SIDO ASÍ EN NEFASTO GBNO PASADO
569674875255853056,2015-02-23,"@emeceba ¿como la godorria veneca d antes?cuando estaban mal armaban guerra con Colombia,al menos estos no lo han hecho,el rufian el q busco",1,-3.0,migrants,"emeceba como la godorria veneca d antescuando estaban mal armaban guerra con Colombia,al menos estos no lo han hecho,el rufian el q busco"
570287064173969408,2015-02-24,@GuzmanJoseVicen X eso la rabia de la oligarquía  Veneca no les conviene el pueblo surja  eso no lo cuentan los periodistas ni lo oposición,1,-1.0,geopolitics,GuzmanJoseVicen X eso la rabia de la oligarquía  Veneca no les conviene el pueblo surja  eso no lo cuentan los periodistas ni lo oposición
570252753420881920,2015-02-24,La #migración más grande del mundo se da durante la celebración del nuevo año chino  ,0,,,La migración más grande del mundo se da durante la celebración del nuevo año chino  
570221511866490880,2015-02-24,@CNNEE.- ¿Cómo se ve la mayor migración humana de la Tierra en un mapa? ,0,,,CNNEE. Cómo se ve la mayor migración humana de la Tierra en un mapa 
570184142513684480,2015-02-24,@FiscaliaCol desarticuló en #Nariño banda liderada por una cubana y un colombiano  que se dedicaba al tráfico de migrantes. @eACNUR,0,,,FiscaliaCol desarticuló en Nariño banda liderada por una cubana y un colombiano  que se dedicaba al tráfico de migrantes. eACNUR
570034098447777792,2015-02-24,Recordando tipico desayuno veneco! @ Valladolid Bogota ,1,0.0,migrants,Recordando tipico desayuno veneco  Valladolid Bogota 
570027472714133505,2015-02-24,#Campaña ¡Únete a la llamada para detener la #esclavitud moderna para los #migrantes en Qatar!  ,0,,,Campaña Únete a la llamada para detener la esclavitud moderna para los migrantes en Qatar  
570567146239090691,2015-02-25,"@ZulayRL perdone, buen día, cuando habla de ""llevar pobreza"" se refiere a que no quieren  migrantes pobres, los demás si pueden pasar?",1,-1.0,locals,"ZulayRL perdone, buen día, cuando habla de llevar pobreza se refiere a que no quieren  migrantes pobres, los demás si pueden pasar"
570554311517847555,2015-02-25,#CostaRica alberga encuentro sobre #tratadepersonas y migración.  ,0,,,CostaRica alberga encuentro sobre tratadepersonas y migración.  
570527921372303360,2015-02-25,@rcnlaradio :Como sabe la acelerada de Yanelda que el tira piedra Veneco era pobre?,1,-2.0,migrants,rcnlaradio Como sabe la acelerada de Yanelda que el tira piedra Veneco era pobre
570384446337228800,2015-02-25,"Asesinado un adolescente de 14 años en San Cristobal, Venezuela por Policia Veneca, el opresor, dictador y verdugo @NicolasMaduro responda",1,-3.0,geopolitics,"Asesinado un adolescente de 14 años en San Cristobal, Venezuela por Policia Veneca, el opresor, dictador y verdugo NicolasMaduro responda"
571030929008959489,2015-02-26,@PartidoPSUV @dcabellor LA BURGUESIA VENECA ES FASCISTA COMO LA DE TODA LATINOAMERICA Y DESPRECIAN LA DEMOCRACIA,1,-2.0,geopolitics,PartidoPSUV dcabellor LA BURGUESIA VENECA ES FASCISTA COMO LA DE TODA LATINOAMERICA Y DESPRECIAN LA DEMOCRACIA
570993933716725760,2015-02-26,"“@DiasporaCol: HOY empezó el Encuentro por la Paz en Barcelona, no dejen de asistir. #Migración #ColombianxsPorLaPaz ",0,,,"DiasporaCol HOY empezó el Encuentro por la Paz en Barcelona, no dejen de asistir. Migración ColombianxsPorLaPaz "
570983175276650496,2015-02-26,"I'm at Migración Colombia - @migracioncol in Bogotá, Distrito Capital ",0,,,"Im at Migración Colombia  migracioncol in Bogotá, Distrito Capital "
570937833906671616,2015-02-26,Cónyuges de migrantes cualificados podrán trabajar en EEUU - Yahoo:  (Apoyemos a Obama en su lucha). @PabloRodriguezB,0,,,Cónyuges de migrantes cualificados podrán trabajar en EEUU  Yahoo  (Apoyemos a Obama en su lucha). PabloRodriguezB
570778716562976770,2015-02-26,"@CamiloMontoyaYe Me parece terrible que en medio del afán de informar escriban cualquier cosa,dicen que migración confirmo NO SALIO DEL PAIS",1,-1.0,locals,"CamiloMontoyaYe Me parece terrible que en medio del afán de informar escriban cualquier cosa,dicen que migración confirmo NO SALIO DEL PAIS"
570763921763794944,2015-02-26,"@MelendezMarcela pero si ya la Policia dijo que, de acuerdo con los datos de Migración, el hombre salió el lunes con destino a Miami.",0,,,"MelendezMarcela pero si ya la Policia dijo que, de acuerdo con los datos de Migración, el hombre salió el lunes con destino a Miami."
